transaction_id,timestamp,blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam,hour,day_of_week,time_gap
TX005524,1703273751.0,BSC,Transfer,184.0,612.0,939.69,4.32,Native,Binance,1166.0,965.0,793.0,1,0.21,-0.1,0.14,0,,,
TX017497,1700866555.0,Ethereum,Transfer,666.0,149.0,3653.92,16.87,Stablecoin,Binance,1200.0,1022.0,130.0,0,0.34,0.01,0.21,0,,,
TX001212,1700428988.0,Ethereum,Transfer,1548.0,371.0,236.87,8.11,Native,BridgeX,1211.0,996.0,226.7,1,0.17,-0.0,0.0,1,,,
TX015090,1701669208.0,Ethereum,Mint,468.0,256.0,306.94,22.8,Meme,Unknown DEX,1197.0,1067.0,929.7,0,0.07,0.0,0.01,0,,,
TX007381,1701102491.0,Ethereum,Bridge,104.0,90.0,357.89,7.96,ERC20,Kraken,1108.0,1004.0,78.3,1,0.2,0.04,0.15,1,,,
TX010293,1701108198.0,Ethereum,Mint,224.0,946.0,151.14,5.58,Native,Kraken,1182.0,1061.0,26.1,0,0.05,-0.0,0.13,0,,,
TX014021,1704591456.0,Ethereum,Transfer,2325.0,250.0,29.83,14.28,Stablecoin,BridgeX,1098.0,986.0,,0,0.08,0.02,0.02,0,,,
TX007213,1703201824.0,Solana,Burn,618.0,1855.0,1608.22,14.87,Stablecoin,Binance,1181.0,1017.0,133.2,0,0.19,-0.05,0.11,0,,,
TX000094,1701737095.0,Polygon,Bridge,683.0,422.0,136.86,14.53,Meme,Kraken,1205.0,963.0,52.8,0,0.27,0.07,0.29,0,,,
TX005942,1700396456.0,Ethereum,Swap,128.0,338.0,5496.42,6.1,Native,Unknown DEX,1234.0,989.0,144.4,1,0.33,0.04,0.27,0,,,
TX005060,1704195843.0,Polygon,Swap,881.0,858.0,1053.09,8.44,ERC20,Coinbase,1238.0,1038.0,33.8,0,0.21,-0.02,0.0,0,,,
,,Polygon,Transfer,-133.08746794094307,140.73193623494194,213.41029269662764,8.006044832664001,Stablecoin,OpenSea,1173.4512045981521,997.3275609278505,1089.1100478358026,1,0.33010425624180617,-0.11402759959835625,0.04718279808069164,1,1.0,0.0,2149.9853348160573
TX001548,1700573441.0,Polygon,Mint,111.0,796.0,375.93,5.45,Meme,BridgeX,1188.0,954.0,159.6,0,0.03,-0.04,0.0,0,,,
,,Solana,Bridge,235.1769845171486,610.2894309622518,1163.5975465845968,11.89485624483372,ERC20,Unknown DEX,1142.3035690459594,983.4912690800057,1114.7560536287058,0,0.19548266007557039,-0.0301759224830909,0.1961827197662424,1,13.0,0.0,552.3388207777305
TX016441,1701030412.0,BSC,Burn,2480.0,82.0,302.66,3.01,Native,Binance,1239.0,1009.0,334.2,1,0.2,-0.07,0.15,0,,,
TX019101,1700897465.0,Solana,Mint,1047.0,387.0,429.15,6.97,Native,Unknown DEX,1224.0,1011.0,25.0,0,0.11,0.04,0.04,0,,,
,,Polygon,Bridge,-37.96039856801817,105.3217816784363,948.9596852732589,0.4331136033028424,Native,Binance,1208.929017200023,963.4326473588385,1244.8935200711433,0,0.07981436362887251,0.04725737261443695,0.17151747062493508,1,22.0,2.0,1257.7568799248593
TX010952,1704544943.0,Polygon,Transfer,691.0,171.0,143.71,,ERC20,BridgeX,1207.0,949.0,31.7,0,0.31,0.07,0.19,0,,,
TX012689,1700974939.0,BSC,Swap,1975.0,1321.0,823.2,9.19,Meme,Kraken,1160.0,935.0,398.3,1,0.38,-0.1,0.33,0,,,
TX003862,1703668508.0,Ethereum,Bridge,341.0,3.0,186.96,12.0,ERC20,Unknown DEX,1198.0,1058.0,418.2,0,0.09,0.03,0.2,0,,,
TX008077,1701553416.0,Polygon,Burn,1318.0,191.0,370.6,6.99,Stablecoin,Coinbase,1227.0,1011.0,244.6,0,0.2,0.12,0.2,0,,,
TX007180,1700390732.0,BSC,Swap,154.0,631.0,1389.4,15.22,Native,Kraken,1210.0,1011.0,603.4,0,0.11,0.03,0.08,0,,,
TX003496,1701558141.0,Ethereum,Mint,667.0,436.0,380.07,25.05,ERC20,BridgeX,1187.0,1006.0,185.2,0,0.17,-0.05,0.16,0,,,
TX005679,1700006464.0,Ethereum,Burn,565.0,197.0,346.64,17.97,Stablecoin,Unknown Wallet,1177.0,945.0,129.4,0,0.07,-0.02,0.0,0,,,
TX010024,1701303027.0,Polygon,Bridge,321.0,371.0,162.14,4.32,Native,Unknown DEX,1189.0,1025.0,263.4,1,0.19,0.02,0.24,0,,,
TX012573,1703687193.0,Polygon,Transfer,527.0,568.0,151.61,3.61,Meme,Kraken,1213.0,964.0,115.9,1,0.17,-0.03,0.07,0,,,
TX019630,1704997907.0,BSC,Mint,618.0,544.0,166.27,13.57,ERC20,Unknown Wallet,1221.0,992.0,473.0,0,0.14,-0.01,0.19,0,,,
TX001341,1701039504.0,BSC,Swap,741.0,338.0,245.97,2.85,Stablecoin,OpenSea,1235.0,1025.0,798.3,1,0.04,-0.07,0.01,0,,,
TX005836,1701957792.0,Ethereum,Swap,344.0,79.0,270.41,6.78,Meme,Coinbase,1244.0,1005.0,23.1,0,0.1,-0.04,0.02,0,,,
TX012440,1702789879.0,Polygon,Transfer,629.0,286.0,57.88,11.7,Stablecoin,Coinbase,1219.0,1046.0,64.3,0,0.18,-0.04,0.0,0,,,
TX012417,1703420929.0,Ethereum,Transfer,409.0,24.0,292.16,4.12,Native,Unknown DEX,1204.0,990.0,159.6,1,0.06,-0.03,0.05,0,,,
TX016648,1700107966.0,Ethereum,Mint,5.0,160.0,265.06,3.17,ERC20,Binance,1266.0,1080.0,694.9,1,0.21,-0.13,0.14,1,,,
TX004587,1704370602.0,BSC,Transfer,520.0,433.0,696.03,10.19,ERC20,OpenSea,1156.0,1002.0,30.4,0,0.26,0.05,0.22,0,,,
TX001613,1704678714.0,Polygon,Transfer,723.0,82.0,410.37,17.39,Meme,Binance,1262.0,944.0,144.8,0,0.2,-0.1,0.14,0,,,
TX016132,1704538233.0,Ethereum,Mint,382.0,299.0,980.42,5.14,ERC20,Binance,1206.0,1067.0,603.9,0,0.05,-0.06,0.0,0,,,
TX013906,1700221746.0,Polygon,Mint,740.0,738.0,2803.68,13.99,Meme,OpenSea,1202.0,977.0,240.7,0,0.16,-0.06,0.11,0,,,
,,Solana,Transfer,549.2034259134783,243.65211960399702,546.0003141624676,1.2637150981955443,Native,Binance,1160.130135072565,1030.2078024895306,97.76720344923602,1,0.1341532575153211,-0.09889506644200037,0.12999693257185707,1,17.0,3.0,1723.1096347355822
TX013676,1701515675.0,Solana,Burn,123.0,295.0,271.53,6.02,Stablecoin,Binance,1200.0,972.0,137.8,0,0.24,0.03,0.22,0,,,
,,Ethereum,Transfer,106.45700744258006,152.94185370188603,462.05755794090624,8.186442261959,Stablecoin,Unknown DEX,1137.058097310889,1013.003229332618,169.994284266006,0,0.1869760358215593,-0.11027530797376903,0.007496602621831357,1,21.0,2.0,4761.324154389929
TX018835,1703628597.0,Ethereum,Bridge,438.0,633.0,2462.29,3.41,Native,Binance,1248.0,956.0,189.9,0,0.16,0.05,0.08,0,,,
TX014145,1703702796.0,BSC,Burn,587.0,299.0,485.3,4.88,Stablecoin,Coinbase,1180.0,1008.0,679.8,0,0.19,0.08,0.08,0,,,
TX013194,1700533885.0,Polygon,Transfer,1191.0,1894.0,750.11,5.4,Stablecoin,Unknown Wallet,1139.0,980.0,,1,0.08,-0.01,0.0,0,,,
TX015188,1701765207.0,Solana,Transfer,299.0,918.0,9.36,36.26,Native,Coinbase,1257.0,979.0,167.3,0,0.16,0.01,0.14,0,,,
TX009919,1702789850.0,Solana,Bridge,219.0,718.0,393.66,9.14,ERC20,Unknown DEX,1307.0,988.0,165.0,0,0.3,-0.05,0.28,0,,,
TX001135,1703534550.0,Ethereum,Swap,1711.0,154.0,167.65,2.61,Meme,Coinbase,1208.0,927.0,315.3,0,0.15,-0.06,0.22,0,,,
TX001719,1704364406.0,Solana,Bridge,24.0,168.0,226.53,2.11,Native,Coinbase,1185.0,1011.0,198.0,1,0.11,0.08,0.04,1,,,
TX008182,1703924845.0,Ethereum,Burn,25.0,533.0,294.2,14.7,Native,Binance,1168.0,1033.0,75.8,0,0.08,-0.06,0.0,1,,,
TX001573,1704066621.0,Ethereum,Mint,0.0,149.0,1147.48,4.67,Stablecoin,Coinbase,1224.0,1011.0,232.7,1,0.05,0.05,0.0,1,,,
TX009160,1702011562.0,Polygon,Swap,181.0,346.0,3701.48,8.84,Native,Unknown DEX,1206.0,1011.0,74.7,0,0.13,-0.02,0.0,0,,,
TX008494,1701358454.0,Solana,Swap,952.0,324.0,199.89,2.03,ERC20,Unknown DEX,1186.0,968.0,315.6,0,0.19,-0.02,0.06,0,,,
TX018134,1704591838.0,BSC,Transfer,2434.0,970.0,99.2,8.09,Stablecoin,Binance,1255.0,1018.0,650.2,0,0.02,-0.01,0.01,0,,,
TX011600,1702916397.0,Polygon,Swap,728.0,223.0,388.57,11.84,Stablecoin,Coinbase,1268.0,948.0,27.7,0,0.27,-0.01,0.41,0,,,
TX000128,1703331068.0,Ethereum,Swap,1773.0,75.0,1514.09,3.01,ERC20,Unknown DEX,1185.0,1003.0,168.1,0,0.04,-0.03,0.08,0,,,
TX015918,1703429533.0,Ethereum,Transfer,420.0,231.0,118.82,9.5,Stablecoin,Binance,1198.0,1055.0,125.6,0,0.21,-0.01,0.02,0,,,
TX000058,1701773415.0,Ethereum,Burn,423.0,11.0,151.36,7.19,Native,Binance,1251.0,1036.0,40.9,0,0.14,-0.07,0.05,0,,,
TX008720,1702988088.0,Polygon,Bridge,251.0,147.0,551.36,30.13,Meme,Unknown Wallet,1165.0,948.0,932.2,0,0.14,0.05,0.02,0,,,
TX003364,1701394316.0,Solana,Bridge,53.0,535.0,175.07,1.58,Meme,Kraken,1197.0,1009.0,271.7,0,0.07,-0.03,0.03,0,,,
TX012811,1701646673.0,BSC,Bridge,676.0,264.0,98.68,12.82,Stablecoin,OpenSea,1204.0,953.0,240.6,0,0.27,-0.02,0.2,0,,,
TX015182,1703799144.0,Ethereum,Burn,158.0,241.0,643.26,8.67,Meme,Binance,1181.0,1008.0,79.1,0,0.26,-0.02,0.2,0,,,
TX016117,1703614430.0,Ethereum,Transfer,6.0,169.0,405.16,4.22,Stablecoin,Coinbase,1195.0,1040.0,22.1,1,0.07,0.06,0.0,0,,,
TX019539,1701951253.0,Solana,Burn,361.0,289.0,564.91,7.04,Native,Coinbase,1223.0,968.0,39.5,0,0.08,0.07,0.16,0,,,
TX006505,1701689576.0,BSC,Mint,1633.0,252.0,268.52,2.43,ERC20,Unknown Wallet,1181.0,957.0,69.7,0,0.15,-0.04,0.09,0,,,
TX017593,1703802035.0,Ethereum,Burn,37.0,249.0,254.41,15.98,ERC20,OpenSea,1255.0,1013.0,,0,0.12,0.06,0.0,0,,,
TX018128,1701512447.0,BSC,Transfer,454.0,890.0,387.04,5.91,Native,Unknown Wallet,1182.0,996.0,28.7,1,0.08,0.01,0.01,0,,,
TX017098,1704438671.0,Solana,Bridge,57.0,521.0,154.5,1.85,ERC20,Coinbase,1217.0,1018.0,60.9,0,0.13,-0.08,0.02,0,,,
TX016016,1702078101.0,BSC,Transfer,440.0,370.0,632.49,2.56,ERC20,OpenSea,1167.0,983.0,1379.0,0,0.28,-0.09,0.06,0,,,
TX010048,1701775823.0,Solana,Mint,296.0,111.0,1582.51,5.74,Stablecoin,Unknown DEX,1250.0,978.0,57.9,0,0.16,0.02,0.11,0,,,
TX019621,1704471218.0,Solana,Swap,3.0,69.0,113.13,4.38,Stablecoin,Binance,1220.0,1010.0,60.6,1,0.12,0.01,0.17,1,,,
TX015277,1702961521.0,Ethereum,Bridge,198.0,645.0,643.08,28.11,Meme,Coinbase,1200.0,1001.0,430.7,1,0.05,-0.05,0.25,0,,,
TX009279,1704603446.0,Ethereum,Mint,384.0,170.0,279.7,7.67,Native,Binance,1161.0,984.0,254.5,0,0.16,0.01,0.0,0,,,
TX000648,1704345760.0,Solana,Mint,115.0,389.0,42.65,8.36,Native,Kraken,1224.0,985.0,129.0,1,0.05,0.05,0.0,0,,,
TX018285,1700957867.0,Solana,Transfer,404.0,2.0,2052.64,21.21,Native,BridgeX,1191.0,1004.0,93.6,0,0.16,0.02,0.02,0,,,
,,Ethereum,Mint,679.5088983624541,117.47930893291195,217.47474626520676,2.164167033566906,Stablecoin,Coinbase,1158.1723358003198,942.6294911154947,479.88114102581005,0,0.18709424549623693,-0.01832139207968145,0.1879209860799284,1,7.0,4.0,1921.555797773583
TX011927,1703655694.0,Polygon,Mint,1102.0,159.0,673.56,8.76,Native,Kraken,1199.0,989.0,656.7,1,0.15,-0.05,0.11,0,,,
TX004320,1700475278.0,Solana,Mint,298.0,249.0,434.47,3.65,ERC20,Binance,1239.0,1025.0,149.9,0,0.03,-0.0,0.0,0,,,
TX000609,1703848693.0,Ethereum,Swap,697.0,383.0,177.83,10.07,ERC20,Unknown DEX,1200.0,1020.0,175.6,0,0.28,0.05,0.18,0,,,
TX003094,1703813233.0,Solana,Transfer,926.0,637.0,299.13,1.34,Native,Unknown DEX,1185.0,973.0,44.9,0,0.07,0.04,0.01,0,,,
TX001667,1704919799.0,BSC,Mint,554.0,60.0,5698.78,3.74,Stablecoin,BridgeX,1201.0,1030.0,268.0,0,0.05,0.05,0.1,0,,,
TX017635,1701538971.0,Ethereum,Mint,181.0,159.0,1194.27,2.44,Stablecoin,Binance,1243.0,985.0,160.7,0,0.11,0.02,0.0,0,,,
TX004130,1704914082.0,Polygon,Swap,1235.0,453.0,1121.35,11.57,Stablecoin,OpenSea,1194.0,1013.0,14.1,1,0.18,0.04,0.16,1,,,
TX014506,1704777492.0,Ethereum,Burn,129.0,53.0,1876.09,2.86,Stablecoin,Kraken,1197.0,1010.0,,0,0.17,0.02,0.05,0,,,
TX014366,1702470319.0,Polygon,Transfer,231.0,532.0,1592.75,5.73,Stablecoin,Coinbase,1171.0,942.0,234.4,1,0.41,0.03,0.25,0,,,
TX002906,1702846274.0,Solana,Burn,378.0,114.0,906.99,15.21,Native,OpenSea,1200.0,1012.0,57.1,0,0.32,0.03,0.26,0,,,
TX013394,1701991524.0,Solana,Bridge,761.0,340.0,309.83,9.01,Native,,1206.0,1024.0,226.6,0,0.25,0.04,0.11,0,,,
TX013752,1701743174.0,BSC,Bridge,70.0,1040.0,2553.85,1.24,Native,OpenSea,1146.0,1002.0,41.4,1,0.14,-0.0,0.11,0,,,
TX002697,1701357453.0,Polygon,Bridge,2120.0,57.0,458.29,10.05,Meme,Binance,1241.0,966.0,190.8,0,0.02,-0.11,0.06,0,,,
TX009433,1702533922.0,Polygon,Bridge,639.0,358.0,198.26,7.65,ERC20,Coinbase,1138.0,994.0,56.5,0,0.22,0.05,0.14,0,,,
TX010582,1702800212.0,Polygon,Mint,559.0,17.0,359.76,5.13,Stablecoin,BridgeX,1128.0,1023.0,182.2,0,0.24,0.06,0.15,0,,,
TX012160,1702631550.0,BSC,Mint,769.0,1262.0,688.21,2.54,Stablecoin,Binance,1201.0,1022.0,99.8,0,0.46,0.02,0.54,1,,,
TX005527,1701381710.0,Ethereum,Burn,329.0,63.0,243.57,10.15,ERC20,Binance,1188.0,979.0,30.9,0,0.02,-0.06,0.0,0,,,
TX012297,1701528474.0,Ethereum,Burn,736.0,3.0,163.46,6.01,Meme,BridgeX,1170.0,1002.0,,1,0.27,0.03,0.29,0,,,
TX015978,1703973369.0,Polygon,Bridge,393.0,844.0,859.95,2.78,Native,Binance,1241.0,944.0,16.0,0,0.25,0.11,0.1,0,,,
TX007043,1700353153.0,Ethereum,Bridge,2.0,13.0,2188.59,,Stablecoin,,1224.0,997.0,138.8,0,0.31,0.04,0.17,0,,,
TX008191,1703773618.0,BSC,Bridge,48.0,428.0,124.01,,Stablecoin,Unknown Wallet,1161.0,993.0,153.6,0,0.31,0.0,0.0,1,,,
TX012119,1701672675.0,Solana,Burn,658.0,418.0,591.11,1.81,Stablecoin,Kraken,1265.0,978.0,297.1,0,0.05,0.04,0.0,0,,,
TX007013,1704859633.0,Polygon,Mint,438.0,1104.0,84.3,4.18,Native,Binance,1192.0,1020.0,125.2,0,0.11,0.01,0.13,0,,,
TX018787,1701458256.0,BSC,Mint,1115.0,23.0,576.44,3.82,Meme,OpenSea,1237.0,1000.0,121.4,0,0.1,-0.02,0.13,0,,,
TX015187,1700182506.0,Ethereum,Burn,802.0,215.0,197.6,13.23,Native,BridgeX,1199.0,992.0,16.7,0,0.05,-0.02,0.19,0,,,
TX009604,1704911165.0,Ethereum,Swap,607.0,615.0,581.51,1.34,Native,Binance,1283.0,979.0,287.3,0,0.18,0.01,0.05,0,,,
,,Ethereum,Transfer,-60.03459825888053,472.73775351685896,1034.8787084531164,2.4393027376568006,Native,Kraken,1153.661898211185,970.7805007047847,210.61212147064566,1,0.2978341024319565,-0.0895340719234545,0.2401726552004544,1,5.0,1.0,1324.230632288291
TX000432,1703543555.0,Solana,Burn,1549.0,367.0,1030.31,36.32,Meme,Binance,1239.0,1000.0,224.2,0,0.08,0.01,0.0,0,,,
TX000120,1704408324.0,Ethereum,Bridge,464.0,250.0,160.03,10.76,Stablecoin,OpenSea,1244.0,1035.0,129.8,0,0.06,-0.04,0.05,0,,,
TX000822,1702853406.0,BSC,Burn,786.0,68.0,246.28,5.21,Native,Coinbase,1193.0,1013.0,13.4,0,0.25,0.1,0.05,0,,,
TX017980,1702536331.0,Ethereum,Mint,459.0,888.0,475.47,36.48,ERC20,Coinbase,1244.0,954.0,179.8,0,0.01,0.04,0.1,0,,,
TX003387,1700801849.0,BSC,Swap,7.0,1105.0,808.21,,Meme,BridgeX,1164.0,983.0,27.6,0,0.23,0.03,0.32,0,,,
,,Ethereum,Transfer,370.8465594070741,406.05423846332195,1354.7983564234662,2.651429262475016,ERC20,Binance,1194.1330239882386,1037.9062216481038,377.96646023274974,0,0.18185563045248565,-0.08933901806580943,0.16039430885782982,1,11.0,3.0,5931.072817850527
TX018761,1702355332.0,Polygon,Bridge,195.0,1142.0,361.83,6.34,Native,Binance,1229.0,1030.0,42.3,1,0.12,0.0,0.0,0,,,
TX002714,1701123389.0,BSC,Burn,681.0,467.0,281.4,0.91,Stablecoin,Unknown DEX,1185.0,994.0,80.7,0,0.09,0.04,0.13,0,,,
TX019900,1702448514.0,Solana,Swap,422.0,630.0,356.78,8.04,Stablecoin,Kraken,1160.0,994.0,243.7,1,0.09,0.03,0.02,0,,,
TX009643,1702564878.0,Polygon,Bridge,21.0,388.0,1369.58,3.1,Native,Binance,1161.0,976.0,142.7,0,0.11,0.04,0.03,1,,,
TX012149,1704465108.0,Polygon,Mint,247.0,24.0,203.87,8.33,ERC20,OpenSea,1169.0,1029.0,93.9,0,0.08,-0.08,0.0,0,,,
TX001395,1701755692.0,Polygon,Burn,74.0,73.0,120.94,8.47,Meme,,1208.0,1050.0,217.3,1,0.16,0.0,0.12,0,,,
TX016679,1701354559.0,Polygon,Mint,296.0,711.0,834.0,5.49,Native,Unknown DEX,1193.0,933.0,78.1,0,0.04,-0.07,0.0,0,,,
TX014037,1701045144.0,Ethereum,Mint,622.0,17.0,1277.82,8.98,ERC20,Unknown DEX,1206.0,1036.0,151.5,0,0.02,0.04,0.0,0,,,
TX008707,1703622546.0,BSC,Burn,177.0,150.0,218.46,8.02,Stablecoin,BridgeX,1158.0,993.0,52.9,0,0.06,-0.02,0.03,0,,,
TX015058,1703109668.0,Ethereum,Mint,1761.0,543.0,698.53,9.27,Stablecoin,Binance,1175.0,1029.0,366.7,0,0.13,-0.01,0.09,0,,,
TX015353,1701244235.0,Polygon,Swap,339.0,684.0,56.56,1.66,Meme,Binance,1174.0,1027.0,155.1,0,0.08,0.03,0.11,0,,,
TX003409,1703844886.0,Ethereum,Bridge,791.0,176.0,527.28,6.72,Meme,BridgeX,1208.0,1066.0,240.2,0,0.13,0.07,0.02,0,,,
TX003668,1704469353.0,Ethereum,Mint,619.0,558.0,762.49,5.76,ERC20,Kraken,1227.0,932.0,233.7,0,0.03,0.04,0.07,0,,,
TX016877,1702196143.0,Ethereum,Swap,455.0,616.0,695.0,21.33,ERC20,BridgeX,1125.0,1036.0,56.1,0,0.11,0.06,0.0,0,,,
TX013949,1703747686.0,Solana,Transfer,320.0,37.0,244.81,12.26,Stablecoin,Coinbase,1168.0,1018.0,174.7,0,0.23,-0.08,0.11,0,,,
TX000066,1702658505.0,Ethereum,Swap,1053.0,51.0,195.84,6.02,Native,Unknown DEX,1188.0,980.0,208.4,0,0.07,-0.06,0.0,0,,,
TX016241,1703575395.0,BSC,Transfer,277.0,455.0,1473.39,14.02,Native,Unknown DEX,1124.0,1024.0,100.3,0,0.07,-0.08,0.21,0,,,
TX010050,1702665880.0,Solana,Swap,240.0,953.0,114.77,3.4,Native,Kraken,1189.0,1029.0,211.4,0,0.1,-0.08,0.11,0,,,
TX014845,1703768995.0,Polygon,Burn,3.0,151.0,177.83,4.35,Native,Binance,1225.0,1059.0,604.1,0,0.15,0.04,0.19,1,,,
TX005118,1700216486.0,Ethereum,Mint,834.0,371.0,1185.19,1.89,ERC20,Unknown Wallet,1223.0,1017.0,138.9,0,0.31,0.09,0.27,1,,,
TX011025,1702195732.0,Ethereum,Transfer,82.0,444.0,517.81,9.08,Meme,Kraken,1224.0,1014.0,50.6,1,0.27,-0.0,0.21,0,,,
TX000084,1702613740.0,BSC,Swap,883.0,82.0,843.47,2.2,Meme,BridgeX,1183.0,1005.0,200.9,0,0.07,-0.04,0.05,0,,,
TX012021,1700465996.0,Ethereum,Bridge,426.0,163.0,185.69,3.97,Meme,Binance,1225.0,940.0,88.6,0,0.15,0.04,0.0,0,,,
TX014481,1700468897.0,BSC,Swap,1391.0,65.0,506.03,4.51,Native,Unknown DEX,1231.0,1035.0,18.5,0,0.14,0.08,0.12,0,,,
TX003350,1701650824.0,Solana,Burn,641.0,175.0,1841.97,6.38,Stablecoin,Unknown DEX,1154.0,990.0,136.2,1,0.08,0.03,0.04,0,,,
TX009325,1704522781.0,Solana,Transfer,347.0,1067.0,231.0,33.23,Native,Coinbase,1163.0,1010.0,38.5,0,0.02,0.07,0.05,0,,,
TX002976,1700590381.0,Ethereum,Swap,1629.0,1313.0,23.97,4.35,Stablecoin,OpenSea,1177.0,987.0,534.4,0,0.27,0.02,0.23,0,,,
TX000366,1701752683.0,BSC,Mint,335.0,745.0,238.76,,Stablecoin,Unknown DEX,1225.0,1049.0,126.6,0,0.03,0.1,0.0,0,,,
TX019977,1700126875.0,Ethereum,Mint,1227.0,100.0,327.92,10.54,ERC20,OpenSea,1215.0,1006.0,68.5,1,0.06,0.11,0.02,0,,,
TX004931,1701839050.0,Solana,Bridge,302.0,229.0,651.31,5.93,Meme,Kraken,1197.0,1006.0,46.2,0,0.15,-0.06,0.02,0,,,
TX000147,1702009021.0,Ethereum,Bridge,285.0,273.0,456.26,6.01,Native,Coinbase,1238.0,983.0,51.3,1,0.17,-0.01,0.18,0,,,
TX004742,1700326284.0,Ethereum,Transfer,299.0,248.0,3608.03,2.76,Native,Binance,1191.0,1065.0,238.3,0,0.09,0.1,0.03,0,,,
TX001503,1702474968.0,BSC,Bridge,1606.0,196.0,885.24,10.35,Meme,Unknown DEX,1197.0,1031.0,109.6,0,0.34,0.03,0.3,0,,,
TX014986,1701568327.0,Ethereum,Transfer,59.0,327.0,64.78,2.95,Stablecoin,,1171.0,979.0,235.5,0,0.19,0.02,0.14,0,,,
TX003454,1704027902.0,Solana,Burn,193.0,351.0,1213.62,7.46,Native,Coinbase,1192.0,1050.0,141.9,0,0.2,0.07,0.14,0,,,
TX006763,1704203887.0,Ethereum,Transfer,300.0,76.0,1305.13,7.34,ERC20,OpenSea,1244.0,1060.0,208.8,0,0.08,0.0,0.0,0,,,
TX019119,1701224233.0,Ethereum,Transfer,186.0,214.0,1379.25,1.64,Native,Coinbase,1241.0,993.0,88.1,0,0.04,0.04,0.0,0,,,
TX001094,1702026580.0,Ethereum,Swap,788.0,974.0,185.74,16.36,ERC20,Coinbase,1154.0,1012.0,464.0,0,0.04,0.04,0.14,0,,,
TX012685,1703393416.0,BSC,Mint,771.0,637.0,508.61,2.76,Stablecoin,Binance,1243.0,995.0,1024.4,0,0.13,-0.03,0.0,0,,,
TX000509,1704098502.0,Ethereum,Swap,253.0,188.0,196.53,14.96,Native,Coinbase,1279.0,1029.0,1215.0,0,0.08,0.0,0.0,0,,,
TX001411,1702592670.0,BSC,Burn,706.0,368.0,424.33,15.73,ERC20,OpenSea,1197.0,1020.0,471.3,0,0.39,-0.0,0.37,0,,,
TX015435,1704646523.0,Solana,Mint,393.0,98.0,6556.73,,Native,Unknown DEX,1193.0,1035.0,185.9,0,0.09,-0.05,0.1,0,,,
TX009081,1702202661.0,BSC,Bridge,1016.0,447.0,924.13,10.64,ERC20,Unknown DEX,1217.0,966.0,324.0,1,0.09,-0.0,0.03,1,,,
TX004061,1703071640.0,Solana,Transfer,145.0,545.0,121.07,5.79,Native,OpenSea,1148.0,971.0,326.6,0,0.02,-0.03,0.0,0,,,
TX018633,1700898880.0,Ethereum,Swap,376.0,337.0,1373.67,26.28,Meme,Binance,1238.0,1000.0,102.7,0,0.06,-0.01,0.0,0,,,
TX017785,1703762691.0,Ethereum,Mint,341.0,117.0,3618.96,4.76,Meme,Binance,1160.0,1021.0,55.8,0,0.14,0.1,0.13,0,,,
TX013817,1703162218.0,Ethereum,Swap,344.0,187.0,2133.92,2.31,Native,Coinbase,1192.0,1021.0,11.1,0,0.14,0.11,0.0,0,,,
TX018958,1704063450.0,Ethereum,Swap,717.0,521.0,133.73,1.62,Stablecoin,OpenSea,1225.0,1023.0,75.8,0,0.06,0.06,0.0,0,,,
TX016710,1704694204.0,BSC,Swap,46.0,543.0,512.29,4.44,Meme,BridgeX,1239.0,1008.0,66.6,0,0.13,0.03,0.14,0,,,
TX019404,1702895393.0,Solana,Transfer,603.0,1.0,248.14,12.45,Native,Binance,1211.0,971.0,103.7,0,0.14,0.13,0.23,0,,,
TX008171,1702374151.0,Polygon,Bridge,89.0,38.0,167.49,6.13,Stablecoin,Kraken,1162.0,983.0,2392.5,0,0.16,-0.01,0.15,0,,,
TX014273,1702773059.0,BSC,Mint,377.0,185.0,334.39,6.16,ERC20,Unknown Wallet,1217.0,1003.0,26.0,0,0.05,0.06,0.0,0,,,
TX016374,1702394538.0,Ethereum,Swap,149.0,97.0,194.22,27.37,ERC20,Unknown DEX,1164.0,956.0,36.4,0,0.16,0.02,0.03,0,,,
TX010699,1704463593.0,Ethereum,Burn,867.0,62.0,208.68,31.74,Native,Unknown DEX,1202.0,982.0,46.8,0,0.06,0.09,0.01,0,,,
TX018543,1701730891.0,Ethereum,Transfer,1460.0,70.0,2936.78,24.13,Stablecoin,Unknown DEX,1224.0,985.0,48.9,0,0.23,0.1,0.41,0,,,
,,Polygon,Burn,39.28271658079095,297.7878492500731,1342.8354819412027,12.847487455530041,ERC20,Coinbase,1203.631931815192,951.8797644474279,481.5300836392122,1,0.45427778442550554,-0.12224712088087272,0.27238162702368424,1,2.0,2.0,15797.390747462587
TX006671,1700590348.0,Polygon,Burn,0.0,38.0,345.39,10.5,Meme,Coinbase,1159.0,941.0,248.3,1,0.03,-0.02,0.02,1,,,
TX006862,1704088077.0,Solana,Burn,2421.0,1150.0,437.75,27.27,ERC20,Unknown DEX,1222.0,1024.0,39.3,0,0.19,-0.1,0.06,0,,,
TX008661,1702533573.0,Ethereum,Bridge,2000.0,896.0,217.46,1.84,Meme,Binance,1208.0,961.0,387.7,0,0.07,0.02,0.11,0,,,
