blockchain,transaction_type,sender_wallet_age_days,receiver_wallet_age_days,transaction_amount_usd,gas_fee_usd,token_type,platform,num_prev_transactions_sender,num_prev_transactions_receiver,avg_txn_interval_sender_min,is_cross_chain,failed_txn_ratio_sender,velocity_score,anomaly_score,is_scam,hour,day_of_week,time_gap
BSC,Mint,-0.027132519008944048,0.04401921125253565,0.12361301566852206,0.024698387152287716,ERC20,Binance,0.3852342363148432,0.22869544730606875,0.08983724036350176,0,0.4788031439980957,0.1806598062080603,0.020841916748899247,1,10,5,0.162569466500153
Ethereum,Transfer,0.009236694173320403,0.04283988476212852,0.07882427581473694,0.05708035218912105,ERC20,Binance,0.30227324747103756,0.46216936935723507,0.0362416451082897,0,0.5706619665967128,0.0773865803858809,0.024715315124531193,1,14,3,0.11835083127280126
Polygon,Mint,-0.0009361152516543418,0.006740879785504028,0.09545607509895596,0.012954722490899587,Stablecoin,OpenSea,0.31243082318806237,0.42665181180326195,0.04959722785402146,1,0.45844221441934074,0.17642461069409932,0.06614378927280333,1,13,2,-0.06927449560766108
BSC,Mint,0.03201765352641506,0.19694809814744488,0.01630376093146422,0.15434494160291767,Meme,Kraken,0.3328245948158417,0.4505766933930104,0.21359967864432455,1,0.43242839839006664,0.21535371770021142,0.3620631039073511,1,21,5,0.04950449369205924
Solana,Bridge,0.00020579047422361607,0.025146081211134264,-0.003285235985848751,-0.006958130626065512,Stablecoin,Binance,0.17148884454851082,0.16102941484520428,0.059705636601508745,1,0.3639490148362946,0.29155621680375654,0.02856081128959414,1,0,6,0.04525902038868243
Ethereum,Mint,-0.032830816809094165,-0.008508284208409406,0.03678781426629293,0.019900157448183353,Meme,Kraken,0.30842979357097444,0.4592904489561199,0.11593774176055865,0,0.4697966359313185,0.25032110566317034,0.37949017555840747,1,7,2,0.11528456884244886
Ethereum,Transfer,0.4875130353719311,0.14459911056372848,-0.015121035400178076,0.058482282008658154,ERC20,Kraken,0.3492292490548099,0.449519652506834,0.1327372718430132,1,0.5658129902225368,-0.004933716160632096,0.1518754860551438,1,2,4,0.05913923479418182
BSC,Burn,0.46593720704462505,0.33241662542536826,0.09799434161395715,0.11088056193822608,Meme,Coinbase,0.13663541629503023,0.8027531451872024,0.0374099007020876,1,0.7629460027087009,0.4347981238037887,0.35215220746372233,1,2,1,-0.003739619031868903
Ethereum,Transfer,0.12569222300063157,0.46736347597512484,-0.013326516947857518,0.009739581396878624,Stablecoin,Kraken,-0.09584111196024736,0.42888485221996564,0.010116491042436166,0,0.5936857963919546,0.2645085082666222,0.29688610145405947,1,17,0,-0.0038323284249363876
Polygon,Mint,0.02064284987066653,0.01088361988396197,0.006068048809009274,0.024823911528035203,Native,Binance,0.31351113909921696,0.5429025572636215,0.08841963545947074,0,0.48022948628634354,0.31601262773393024,0.6721100848933824,1,14,3,0.02661809459395283
Ethereum,Bridge,0.10380575137647823,0.035231295166345156,0.016632659187854122,0.04900834747044831,Native,Kraken,0.683840485863445,0.2942843913558565,0.05157027681133053,0,0.4938237435311031,0.24582217962610517,0.285822400509206,1,14,2,0.06759887070762774
Ethereum,Mint,0.2349057523907575,0.3993221691662375,0.0370020883810426,0.003067476444904023,Stablecoin,Binance,0.20255585077045368,0.303952886138804,0.3837000801038626,1,0.2821512877004261,0.06444663592299862,0.0174732327331532,1,18,0,0.06739862748235667
Ethereum,Burn,0.0787546630840439,0.2511629220337278,0.047081290438219674,-0.005949761079133871,Meme,BridgeX,0.4840189702672745,0.3946670935322979,0.04714510299819277,0,0.3580446288491514,0.007790938356831867,0.2247572794204823,1,15,1,0.08366269362865329
Solana,Transfer,-0.005319062347521594,0.13707778925031797,0.019409975271399687,0.041027261801104,ERC20,Kraken,0.26550181407611306,0.28785235377260393,0.05025353278977181,1,0.14244528141180443,0.30367258643141704,0.43300002314307906,1,21,5,0.05516721057020251
Solana,Transfer,0.0064850537818326335,0.25862753878385764,0.0605452286430153,0.08164085576996669,ERC20,OpenSea,0.18426258075060742,0.5414920811020384,0.036578975312513765,1,0.6316263939861961,0.40356357530742565,0.4160482815329265,1,0,6,0.11375298167266723
BSC,Burn,-0.01700926246216032,0.05765450382566857,0.015510130558548685,0.08411416192050876,Meme,Coinbase,0.22392987147113888,0.39110133123065016,0.11889861148746425,1,0.7750186520073499,0.17653615712070383,0.09460982825702713,1,14,1,0.04751497930964828
BSC,Bridge,0.14491016452498295,0.3645534888614179,0.05409353946782667,0.13171203657159863,Meme,Binance,0.7199774557181609,0.7217444245207464,0.07053133406480089,1,0.055866291241550264,0.07291286870097166,0.5490958096135556,1,10,4,0.11951529140491376
Ethereum,Burn,-0.05967925566176943,0.5497321426346742,0.05303691218771743,0.016417253074486327,Native,Coinbase,0.4289170020832778,0.27498094095901804,0.11870798171676772,1,0.261750361582399,0.35309573200285893,0.05679580576032482,1,9,6,0.0883814702275893
BSC,Burn,-0.011045345340409934,0.28760384875386313,0.10639521575364698,0.057856684676045794,Stablecoin,Binance,0.034651891825201786,0.2565472199900053,0.02977614634292239,1,0.5572994890275507,0.5806062557869559,0.06404951310519533,1,5,0,0.07235486004811076
Ethereum,Transfer,-0.021170056856699773,0.14229230662277098,0.03646207365541958,0.13078335967006377,ERC20,Binance,0.2192763093185885,0.6147872339756796,0.0345531921063445,1,0.2671378178562037,0.31262021626878084,0.3327840068275367,1,5,4,0.008686583472899953
Ethereum,Mint,0.1613268989464516,0.03747346377445357,0.015864184610657743,0.020548599471149273,Stablecoin,Coinbase,0.3248719250014819,0.19708924038517758,0.09808474863639013,0,0.32257628533833954,0.3062293207449268,0.3480018260739415,1,7,4,0.05903578597725223
Ethereum,Bridge,-0.027768653158116417,0.061698463977981996,0.15970185293822986,0.058985619785807825,Native,OpenSea,0.24068361009919134,0.20769778952402396,0.09558175899657939,0,0.26970838473032593,0.4167603438503607,0.6819162431853072,1,4,5,0.16378757609281933
Ethereum,Swap,-0.010235926246250786,0.246486716257563,0.011145328927503702,0.15383540502213663,Meme,Kraken,0.39064681182585526,0.33624878288714727,0.07088134869743637,1,0.2247621443892155,0.1915265690861908,0.20978329366709283,1,23,2,0.013613374472758302
Solana,Bridge,-0.0056643020901869685,0.15668172330214977,0.026029633231926076,0.0414332604237371,Stablecoin,Binance,0.34835243971257446,0.15798446794022686,0.16988487803588614,1,0.3359329268704362,0.24140250727051776,0.1520897920038114,1,19,2,0.039327329343031056
BSC,Transfer,-0.045944682679447124,0.261251584866835,-0.009784200867559857,-0.016267362668074416,ERC20,Kraken,0.027315889428492834,0.28592810827129234,0.05323078366096685,1,0.4240930198722608,0.013169446261466988,0.3754836161018933,1,2,4,0.0017787374057420396
Ethereum,Transfer,-0.009661466215964861,0.19727311826737487,-0.0060028603765717,0.04134434517924347,ERC20,Coinbase,0.1967962285751832,0.29471474340646064,0.10451503483897814,1,0.4717713351282802,0.28303377747486047,0.27595916943491205,1,6,0,0.04700274854283449
BSC,Burn,0.00022098510918733272,0.037594202447332636,0.02248554982854191,0.21510588319369361,Meme,Coinbase,-0.042971585139877144,0.2995387711610892,0.10232286628196202,1,0.24806578705488158,0.18326721879170393,-0.004831491591442281,1,21,5,0.3339360025767002
Polygon,Burn,-0.0018523851349536453,-0.017318863187441136,0.061468939591555145,0.16440176985456517,Stablecoin,Kraken,0.1535518986642082,0.41759408415445887,0.054146741721426944,0,0.3673755668051656,-0.04247364387313468,0.017343944125266082,1,13,6,0.01639549179238438
Polygon,Swap,-0.009420577001977452,0.18672656562015238,-0.00601023927735006,0.012241761790141845,Meme,Unknown Wallet,0.40505386277202765,0.3435922589486394,0.05786835823815101,0,0.2581653140263064,0.194669866585428,0.40498339564787383,1,0,5,0.06584721824282183
Polygon,Burn,0.10323233557409772,0.34506567918997777,0.08395745552068706,0.08163650344970029,ERC20,Binance,-0.04767633357957951,0.5554895408561885,0.04724112809953249,1,0.26583394213733835,0.13527515655153685,0.4090862378306739,1,11,5,-0.023717355404256832
Solana,Swap,0.03315489680786198,0.023465175615519925,0.04124819527115809,0.024353131722832756,Native,Kraken,0.2989892243845117,0.4727686355800649,0.04061974828396987,1,0.264852685824825,0.18368182731719745,0.528806287606858,1,13,0,0.04916052322381322
Solana,Bridge,-0.008655661846109124,0.06681463290775484,0.07064017988432186,0.3161896595069238,Stablecoin,Unknown,-0.0056008671813579936,0.4969204531664113,0.06516040723029595,0,0.15924784052236235,-0.09066733970285484,-0.007280738911080333,1,3,0,0.18769480611418526
BSC,Bridge,0.17682080822464727,0.10813524104654457,-0.015411172284297635,0.06584111366322393,Native,Coinbase,0.5428599854681274,-0.0537797663733402,0.04393661276700636,0,0.250927664931659,0.5837551102270856,0.048954073600875884,1,8,5,0.07550108609597517
BSC,Swap,0.036768314265949176,0.22870867659234378,-0.001503045530409322,0.14091263008066324,Meme,Coinbase,0.27985955128272,0.49220786006390793,0.10881781508953436,0,0.5215304326130034,0.27207009675448873,0.4803757393941009,1,8,6,0.154460391723411
BSC,Bridge,-0.007071689293103358,0.119815933368968,0.05514710759970631,-0.0013321098156638747,Stablecoin,Coinbase,0.5636061915218626,0.3884717796717943,0.16879820798692968,0,0.5065306189221658,0.2670234319937288,0.08329811254871404,1,21,0,0.06485930131761755
BSC,Burn,-0.015273175405396064,0.23184528163764312,0.013097913527761983,0.01990182668126758,Stablecoin,Binance,0.3115244968750739,0.672298686716415,0.01064527879740277,1,0.6056388634376149,0.3599966575291597,0.18160589718104728,1,17,2,0.051218727535519676
Ethereum,Burn,0.10165831927977065,0.3589956879557144,-0.0006291136651727057,0.03221134626302115,ERC20,Coinbase,0.4995236786449753,0.4232805839105389,0.06729274014943652,0,0.2624387526042495,0.3406604963300343,0.21008412325958783,1,15,3,0.10926781102436349
BSC,Transfer,0.13743494783490637,0.02547020862195007,0.016318286128343903,-0.0033963619786002847,ERC20,Coinbase,0.5173531559604245,0.4630775728441948,0.2396069926978074,1,0.5038068965043698,0.09355473253629573,0.5481381259808787,1,6,3,0.021245126049719232
Ethereum,Transfer,0.21494406687293208,0.2218723819755022,0.022737613373623927,-0.012493917352194739,ERC20,OpenSea,0.2914582088916954,0.399819303921672,0.0519128797301648,1,0.961530802817812,0.31479906371321636,0.5616432753301484,1,9,6,0.08448764371887196
Solana,Mint,-0.00936374746084644,0.41150348062659386,-0.01570790306701804,-0.0014949466290830535,Stablecoin,OpenSea,0.3740260762239981,0.3405057658513332,0.05804109789364045,0,0.3395056441472333,0.17980675350744268,0.048297001788113476,1,5,6,0.1617548327234724
BSC,Mint,-0.013325247155016592,0.3244741821206448,0.033383701417606465,0.11325467206932462,Native,Coinbase,0.45960763424740225,0.16789918366991008,0.018730583101553348,0,0.4635749392476869,0.30813626098990116,0.4760773678317252,1,5,0,0.09937863030300549
Polygon,Transfer,0.030777984380644385,-0.014159268384077578,0.033264455092257936,-0.0007929204936020368,Stablecoin,Kraken,0.37344019518130456,0.7210783158323383,0.12045495156201319,1,0.5048147237495517,0.26553147237641156,0.2858706853428702,1,8,1,0.05858396742056589
BSC,Swap,0.0015328040699614937,0.012006555831571161,0.017065625925110614,-0.021181040983092585,ERC20,Kraken,0.5499641501223475,0.5169346096616303,0.0773506918495617,1,0.29179137330284083,0.41911215955649095,0.21058331239024355,1,9,3,0.07212068663033969
Ethereum,Swap,0.2737082006791156,-0.013119667681710252,0.029781037074797703,0.010823272603904865,Native,Binance,0.1940540525775481,0.2433024488874781,0.18652313699833395,0,0.5779220730897372,0.4244598285492251,0.7880426027355301,1,20,0,0.028084035190766715
Solana,Transfer,0.15858088519510327,0.44426960407094995,0.011408526432850362,0.010916947132290009,ERC20,Kraken,0.30779146626059517,0.5950970534194961,0.10534646006744877,0,0.25326099130874014,0.36348512339995476,0.4587794900889951,1,6,2,0.17519507568462517
Ethereum,Burn,-0.011694115390286398,0.09252823336595833,0.11634970190610835,-0.00989832082945867,Meme,Kraken,0.6486781325546067,0.6641137372990349,0.09990585296237253,1,0.6517350674406297,0.22462574018512987,0.09279818334709196,1,19,2,0.17035033810452344
Ethereum,Transfer,0.02527469312501901,0.04878528028768294,0.0342755896197022,0.08913943350750571,Stablecoin,Unknown DEX,0.22712082088374633,0.5561389251664186,0.034051923600786446,0,0.3223724755544126,0.09238300471216504,0.013882597447835845,1,21,2,0.14628173382868687
Ethereum,Transfer,-0.01605927418686388,0.038925664951795114,-0.0018598099121411756,-0.008082022095265665,Native,OpenSea,0.2576721559426418,0.3095263436889562,0.05440951257391434,0,0.4979504943711681,0.27998264446926213,0.025949177526253205,1,16,5,0.04403017150495617
Ethereum,Mint,-0.02030853592476702,0.11393697828767654,0.08967197288675949,0.0007163034533145748,Stablecoin,OpenSea,0.39359449216180303,0.46391136046026965,0.05927685850137662,1,0.6252943822510344,0.4753492370119673,0.2930187255710268,1,0,3,-0.009186932952539494
Polygon,Mint,0.16906883404653147,0.17895415001703394,0.006531129017133062,0.04565271199033412,Stablecoin,BridgeX,0.38122668235585655,0.4687669598275167,0.21114639714480965,1,0.8976130636621185,0.07088004992909241,0.030599919417994878,1,15,5,0.09583624909605472
Solana,Mint,0.010806238691135141,0.5502386423498289,0.1322054775062462,0.008291563617686501,Native,Unknown Wallet,0.3604717793122449,0.13467157424929427,0.1745295736269789,0,0.2429439352946529,0.1882077928613879,0.026465468510017708,1,8,6,0.0849939160357858
Solana,Swap,0.027314381302840026,0.29333377928043913,0.08766527647548897,0.08274154980465113,ERC20,Binance,0.19746826359403855,0.557195459926652,0.07838235441286981,0,0.7756955859782039,0.09769192840855592,0.20100343995011388,1,23,1,0.28489361811160496
Ethereum,Bridge,-0.01463921951900361,0.18346120816645395,0.036917645632120695,0.04763421566998314,Native,OpenSea,0.1226872533045267,0.5702577009584784,0.0009295014412119308,1,0.4506146191491339,-0.04669814174018316,0.21905783357379205,1,16,5,0.10694175070826924
BSC,Transfer,-0.020029839325877236,0.35742799374358775,-0.002387641204702088,0.08434234599975685,Stablecoin,BridgeX,0.3025425622797562,0.41600028739361283,0.09120224723381169,0,0.2955419938003385,0.4157233812022109,0.24126459546707973,1,19,6,0.024192231243196964
Polygon,Swap,-0.024029219385928738,-0.02841159512911931,0.021442290039184866,-0.011834790123067665,ERC20,Unknown,0.23845352763322086,0.6922283331569765,0.20441124319713624,0,0.24274496665568168,0.34984853801137894,0.06767444018937574,1,16,5,-0.0009382429794017252
Solana,Bridge,-0.007327425931408156,0.07916769019683126,0.03206249058839801,0.02740837600968181,Meme,Binance,0.3371738824641072,0.4143047636572553,0.0816827619381855,0,0.2861978169105716,0.13083591954735097,0.3385217890014483,1,17,0,0.30329999302657307
Ethereum,Mint,-0.02028528467065642,0.07354938105121822,0.0022427964282731097,0.023907068808345675,Native,BridgeX,0.5022013975301167,0.22717789977868716,0.11861837722883789,0,0.3750009464462831,0.27175755945447827,0.7636546903478507,1,4,3,0.2825769110368133
Solana,Mint,6.136861075116753e-05,0.1060441180407791,-0.003504249871141861,0.00204394561336705,Native,Kraken,0.46215597377802686,0.7735443885635305,0.030448508115514167,1,0.39697619694362696,0.271962204264192,0.5298680642370287,1,22,2,0.012206402892729645
Solana,Mint,-0.013500026570472081,0.028389596877756218,0.007013555257574154,0.05819431806415716,Stablecoin,Unknown DEX,0.07178886665142309,0.29245969388133564,0.029690355753913315,0,0.7965324494942465,0.21447550642296034,0.5751408998863494,1,15,6,0.0657841616787527
Ethereum,Transfer,-0.03758275598826484,0.2816828443278054,-0.005404486129481762,0.0005740664375667587,Native,Unknown DEX,0.21843370409681906,0.27934223540926306,0.07082841973916233,1,0.899929033604731,0.39970635506061747,0.5563968767853994,1,9,6,-0.01673109759637198
Solana,Mint,-0.029389249547373347,0.04809484087672881,0.040899330059120644,0.03355978236006613,ERC20,OpenSea,0.06281166325040277,0.5476699471222016,0.09311365902042841,1,0.20292940676981916,0.32329130679868806,0.4120863360229938,1,15,2,0.11992826843517129
Polygon,Burn,-0.005832831014720263,0.22526369941304422,0.11323094533567804,0.0513288107571641,ERC20,Coinbase,0.06394721473713505,0.22718404223686464,0.019911450300220766,0,0.24971200872868227,0.4477566306653855,0.06661057691285675,1,2,6,0.0560120955774073
Ethereum,Mint,0.029651814966965114,0.040417550837951434,0.06839558739033971,-0.0017801709767790164,Stablecoin,Binance,0.166145514068911,0.23988191508504472,0.050203793968946545,1,0.27171072720369294,0.25534040276610576,0.47788631488616085,1,11,2,0.09408239187710518
BSC,Burn,0.036488068809866436,0.43452922796758725,0.01365031457858186,0.07682808834757857,ERC20,Unknown,0.5642676070220498,0.33393411594690897,0.0712932254056717,0,0.4690609212270231,0.38010728324321674,0.15728631098535026,1,23,2,0.2698422801530575
Solana,Mint,-0.03048253785984692,0.1153586558294108,0.014118488100067855,0.0017532970911312076,Native,Unknown DEX,0.06716544379591416,0.49576013333180696,0.02639045332612331,1,0.4022346082684628,0.314339499748859,0.23387491800107113,1,17,1,0.04052287090386077
Ethereum,Transfer,0.12866977269893637,0.14307307209327433,0.46496857623279464,0.011301084159591857,ERC20,Binance,0.5022879541266702,0.19598370798139647,0.0676329426985266,0,0.5029101134873917,0.3749318659735404,1.0547110542178095,1,22,2,0.0713374865079471
Ethereum,Transfer,-0.021390990678143547,0.2837064317628125,0.04491999320122548,0.01529522937274463,ERC20,Kraken,0.2853014352351573,0.5238331584701911,0.1291163288584451,0,0.06963675625995162,0.24572888237823193,0.0743441112256673,1,16,4,0.08040363670036996
Solana,Mint,-0.035940735188019074,0.03417629381833337,0.04615268542784474,0.019404090339411442,Stablecoin,BridgeX,0.3009244491211289,0.6318643736103422,0.21411083283787485,1,0.5090982777516282,0.411397686230461,0.5166085192274642,1,16,2,0.09887115764368883
BSC,Burn,-0.06585158825027793,0.05322722141008318,0.07830411463646417,0.023846096927730067,Stablecoin,Binance,0.5016152029344575,0.5791122080745612,0.08069834277441684,1,0.16160635575522267,0.28618305558622953,0.6025851786013527,1,13,4,0.13748981802091823
Ethereum,Mint,0.16985593772264707,0.46501788462387394,-0.027935403214692206,0.1529223574684661,ERC20,Coinbase,0.19219071572636248,0.3653027408063846,0.04498064939899562,0,0.5342614386569016,0.28940629562292786,0.027213381602612066,1,10,6,0.1078883217706107
Polygon,Mint,-0.025195643258763056,0.10906751731776457,0.0039884395693686805,0.12899119685650487,Meme,Binance,0.514069709977471,0.8119886373892834,0.23011491816680746,0,0.5585884724315952,0.3948984454174061,0.7613803742076022,1,22,4,0.2984821089383418
Ethereum,Transfer,0.010969320191879572,0.08286299333305855,0.05327264381304788,0.04867957654997084,ERC20,Binance,0.2352378191057225,0.5597076384236384,0.02661277483681381,0,0.2482922311512221,0.38164281980293246,0.9091076185551084,1,2,3,0.0988656929319082
BSC,Mint,0.09357025994455011,0.1623093356101479,0.019155551022210934,0.011125913141755046,Native,Unknown,0.8943276637734594,0.45917813973712707,0.6718233746730488,1,0.17475490846180552,0.36974334352028587,0.02398861924452446,1,23,3,0.24463279610487496
Ethereum,Burn,0.1852640959927713,-0.013404453321110163,0.17390088950863125,0.03288408908314786,Native,OpenSea,0.1947009140217174,0.4282648785534234,0.07011981624025837,1,0.45240595299606556,0.13517289954637862,0.45221289579736834,1,10,1,0.2710603431300228
Polygon,Mint,0.0015991722738765701,0.10372586211681004,0.05488683419780824,0.053752355041683214,Native,OpenSea,0.184983719440288,0.7876343099728034,0.14375209858877544,0,0.9603532953249947,0.4259552787273441,0.048469407512589796,1,6,0,0.11676412974113368
Polygon,Swap,0.3109919134736556,0.05847843288521941,0.04298666227134193,0.014737120431759482,ERC20,BridgeX,0.3701794727629312,0.3209865898527373,0.2445992342458414,0,0.3453319371826715,0.3746535475611913,0.08670947224710437,1,20,0,0.005868617473354831
Solana,Transfer,-0.025984453928905003,0.08161301197051857,-0.0031894107810571115,0.022234843218021536,Stablecoin,Coinbase,0.2724313476150093,0.212814819488142,0.17642625030217418,0,0.6489609003492168,0.2870927731281226,0.023165483118778682,1,16,4,0.1202835372740886
Polygon,Transfer,0.09374789667300826,0.06495085177111547,-0.007447704639713903,0.009286544871546697,Stablecoin,BridgeX,0.8900189434587936,0.3969311958357514,0.1062334685529252,1,0.1374927533942696,-0.010288159827426147,0.2860357656401784,1,11,1,0.00020860384857884426
Ethereum,Transfer,-0.01826941476460444,0.10260254211043107,0.019222234247624037,0.002392213627839951,Stablecoin,BridgeX,0.14226279234756317,0.7123899454356787,0.13361547836446358,1,1.1201547864161865,0.12551710318109516,0.055972933079211806,1,13,5,0.04202371640489819
Solana,Burn,0.04141478201008203,0.1619898343857404,0.004102679340090204,0.09516461369780549,ERC20,OpenSea,0.07794136313952704,0.2701816131910812,0.24521006105115598,1,0.45394836894846907,0.4370193982822547,0.3086291827927406,1,11,3,0.2741277330448362
Ethereum,Transfer,-0.009753902171664795,0.08692299586179557,0.018135535727281993,0.0817238630775739,Meme,Unknown DEX,0.7628430084543649,0.2343789796244724,0.08102342987667777,0,0.23926455754315362,0.18190253775396442,0.18850785552781896,1,18,6,-0.01116395165105491
Ethereum,Mint,0.1375375399675565,0.06844662237659517,0.005034906245233823,-0.002426179510711113,Native,Kraken,0.3775412882651137,0.4070438130196731,0.08867850698746182,0,0.274310836930073,0.06995015677262167,0.9182300677807816,1,17,3,0.03264337998645818
Ethereum,Mint,0.0076484849355409334,0.41228334436524605,0.03761541590907236,0.032465006301908565,Meme,Coinbase,0.2907112847014205,0.7784991566046419,0.10058193482211569,0,0.18322546826645394,0.22207258374110428,0.12876975800059054,1,15,6,0.01684513859841022
Solana,Mint,0.1617662421391103,0.21152701157852882,-0.015400295746385025,0.04938232703527001,Native,Binance,0.335765633901414,0.18499615276059184,0.1199280606934361,1,0.348874014726565,0.2055912958463171,0.5512338524405183,1,21,5,-0.017531287601968495
BSC,Transfer,-0.01895402816672161,-0.039228725674372494,0.023944684965738223,0.006073562089610594,Native,BridgeX,0.28043419453250285,0.38724980807400533,0.03902165460818366,0,0.24260063728895415,0.3132614765434585,0.47392400019294306,1,2,1,0.11947487669618174
BSC,Transfer,0.07230461920374741,0.04717700026501513,0.07862584255558032,0.0803469380021323,Stablecoin,Binance,0.19157794459161503,0.30102178599304596,0.053473844912741375,1,0.22116019658530073,0.3011186658020967,0.03799301329952732,1,16,3,0.1741796290021122
BSC,Mint,0.10184690840096458,0.058428820184217856,0.029999551772351286,0.053035478225721064,Stablecoin,Coinbase,0.5497754756662813,0.3287002222636838,0.034904330912898324,0,0.2323517971922663,0.17838394955006143,0.27506174180197474,1,6,0,0.03753455613452598
Ethereum,Burn,-0.032696925138711405,0.45479810903212703,-0.016455379073147362,-0.01237600558606329,Stablecoin,Binance,0.09820100742137261,0.36889378143627427,0.13400944813622273,0,0.5004843708961564,0.23662747579510518,0.06789636718381471,1,18,0,-0.033762956665710636
Ethereum,Burn,-0.018210624988204388,0.03599889982583504,0.12264613922874601,0.005449977277664865,Meme,Binance,0.33565882486229615,0.5552440492049058,0.019228622509716888,1,0.2693212972412515,0.3743565663552186,0.35608266367944696,1,10,0,0.10614307036877536
Ethereum,Transfer,-0.03650232430317607,-0.02423360139866402,0.013494071286273291,0.02884558953845496,ERC20,Kraken,0.05395854928753613,0.2982002853942383,0.046928960986602854,1,0.23733501186270725,-0.047725267253741877,0.4138078876202487,1,6,1,-0.01716051263764956
Ethereum,Mint,0.031027676255546588,0.1796954217296253,0.11308768779030863,0.02819921634665762,ERC20,Unknown DEX,0.4336527363494005,0.4411897574903654,0.10568908115816306,1,0.5923266314418139,-0.02938582371805265,0.05012020614260282,1,4,2,0.01746271099307948
Ethereum,Burn,-0.015225186673457031,0.12831662539937144,0.10748099032543962,0.008038898508612002,Meme,Binance,0.4101433737295997,0.3789551381711513,0.04572461409974267,1,0.5617198062479088,0.2965362385450129,0.6013656835427026,1,8,4,0.1974692397477622
Solana,Transfer,-0.012010332939952573,0.22344867838828505,0.018283444592587732,0.11248417046509138,Meme,Binance,0.26497115323694287,0.4350317098690673,0.041693140193348875,0,0.186041622198597,0.02209795216127447,0.09505760809499895,1,8,1,0.11763748012013571
Ethereum,Swap,0.010872351455684465,0.23008071421878268,0.20465815580775887,0.00895883763759088,ERC20,Coinbase,0.30482348904267087,0.3109466513634902,0.2506386747668164,0,0.20912037807096312,0.43055329211953997,0.30907179376799615,1,21,6,0.08177533185915334
BSC,Burn,0.10109484004335267,0.198571204806225,0.00727370715223867,0.032261495063247575,Stablecoin,Coinbase,0.012820880984460048,0.03549502051939757,0.12242054310800743,0,0.2885379559526151,0.11511702437179,0.03963996077316134,1,1,4,-0.002172500105437361
Polygon,Swap,-0.01686704665274845,0.3605713622808915,0.013773059964625828,0.03548296287558419,Meme,Coinbase,0.287296592328641,0.4910179958737586,0.055072381795626,1,0.5780029846753517,0.35666812873702625,0.36508515649579276,1,13,3,0.019179470356438404
BSC,Mint,-0.011326223175108553,0.04758767557653269,0.04086061230222241,-0.0049735516693307155,Native,Kraken,0.20998784140869975,0.43111727868260896,0.24552670178210212,0,0.5928376540418877,0.30764003681857627,0.8883495066991529,1,10,1,0.11572560294608333
BSC,Mint,0.006537387002455159,0.7509004209125316,0.014113104690706105,0.04306726049458125,Meme,Unknown DEX,0.3020139489742044,0.42681876295201293,0.11476579694654487,1,1.0607198999891572,0.3185376115983768,0.3444929150914759,1,20,6,-0.0008649643350172598
Polygon,Bridge,0.13772453028756068,0.21074585134893567,0.021929228791004333,0.03662539572110572,Native,Unknown Wallet,0.2616657303517708,0.41580157260072315,0.021871143811199912,1,0.29961326558456647,0.2903633636716054,0.08763758599589949,1,8,1,0.08398105835503503
BSC,Burn,0.037369502625367035,0.05775195219879847,0.019139323414605315,0.2106047433678692,ERC20,Binance,0.3764777611841351,0.4173262556578508,0.042203737245093936,1,0.4097610965436622,0.0063146686721444745,0.18921176676231982,1,1,4,0.09015322329955035
BSC,Bridge,-0.016013262971865026,0.35394923700454317,0.0350841936931353,-0.025508872945960458,ERC20,BridgeX,0.22436443815424456,0.35255716571399176,0.11984202884450418,0,0.27303825452069985,0.2945217756659446,0.2497823082771627,1,21,4,0.15700764066354408
Ethereum,Mint,0.01448017538939166,0.1496815030271781,0.09775957779547365,0.30601496548502793,Meme,Binance,0.4885288968067175,0.7668794244139419,0.03924037411811535,0,0.6484844127226871,0.14592976614242748,-0.00570823916021731,1,21,1,0.1358421381518416
Ethereum,Burn,0.0044668199321873025,-0.028706063118087842,0.10267743379691342,0.029139191072855744,Stablecoin,Coinbase,0.30093755803533134,0.32173561963939834,0.08795136246245439,0,0.42449335061630167,0.1739580626931468,0.2014555448119614,1,8,4,0.08319652368582021
Ethereum,Bridge,0.0074797931181281785,0.2800267920721768,0.1773801985925303,0.022317608158943687,ERC20,OpenSea,0.2161593115938979,0.37925399651715946,0.09712984792256728,1,0.3488607175651452,0.43008976367256224,0.6169515808039967,1,20,2,0.11103974623947875
Solana,Burn,0.15642666447391712,-0.001511216242610719,0.09042290590307922,0.025260994774054246,ERC20,OpenSea,0.48501947741878376,0.4360916860085243,0.12122309242890628,1,0.29567434781678026,0.4437480316079857,0.07167752155042935,1,1,1,0.015663961419669747
BSC,Mint,0.008327761388921218,-0.0022341027912275435,0.0012085660495558918,0.012832625271194775,Native,OpenSea,0.43208595995684823,0.6566668658614161,0.09980601159644407,1,0.4715579352507361,0.14147241156132462,0.009762717267896022,1,8,6,0.06119760896686953
Ethereum,Bridge,-0.020058776740495915,0.14051114271426646,0.08390554283675183,0.07692838667395613,Stablecoin,Binance,-0.005445478179699037,0.4343146995399771,0.11019161843514112,0,0.43948971604719067,0.07666686637607509,0.05306819912728104,1,23,4,0.07824834891007054
BSC,Mint,0.21279500252737527,0.1462983499600448,0.046465388276927026,0.04895241433962584,ERC20,Kraken,0.3308306112550899,0.26099032096417313,0.08115902311730609,1,0.21105109766915792,0.24831472254508935,0.46431211052091825,1,10,3,0.012588788447632074
